timestamp,task_name,name,index,clocks.current.graphics [MHz],cpu_usage,dram_usage,temperature.memory,clocks.current.sm [MHz],utilization.gpu [%],power.draw [W],pcie.link.gen.current,cpu_power,dram_power,pcie.link.width.current,temperature.gpu,clocks.current.memory [MHz],utilization.memory [%]
2025-10-19 07:32:17.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,46 %,158.49 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:32:18.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,74,1410 MHz,38 %,152.38 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:32:19.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,74,1410 MHz,48 %,156.40 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:32:21.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,47 %,161.90 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:32:22.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,72,1410 MHz,47 %,151.65 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:32:23.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.1 %,74,1380 MHz,48 %,304.98 W,4,13.50 W (freq-based estimate),326.38 W (est),16,69,1512 MHz,9 %
2025-10-19 07:32:25.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,0 %,104.47 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,0 %
2025-10-19 07:32:27.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,2 %,102.98 W,4,13.50 W (freq-based estimate),326.16 W (est),16,64,1512 MHz,0 %
2025-10-19 07:32:28.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,73,1365 MHz,88 %,283.02 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,14 %
2025-10-19 07:32:30.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,72,1380 MHz,90 %,283.43 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,14 %
2025-10-19 07:32:31.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,72,1380 MHz,89 %,246.45 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,14 %
2025-10-19 07:32:32.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,73,1380 MHz,89 %,317.57 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,14 %
2025-10-19 07:32:34.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,73,1380 MHz,88 %,319.31 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,14 %
2025-10-19 07:32:35.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,74,1365 MHz,90 %,302.56 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,14 %
2025-10-19 07:32:36.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,74,1380 MHz,87 %,243.08 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,14 %
2025-10-19 07:32:38.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,74,1380 MHz,89 %,306.07 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,14 %
2025-10-19 07:32:39.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,73,1365 MHz,83 %,322.87 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,14 %
2025-10-19 07:32:40.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,88 %,234.10 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,14 %
2025-10-19 07:32:41.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,75,1365 MHz,90 %,286.74 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,15 %
2025-10-19 07:32:43.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,74,1350 MHz,90 %,313.82 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,13 %
2025-10-19 07:32:44.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,75,1365 MHz,88 %,321.99 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:32:45.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,75,1395 MHz,87 %,305.75 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:32:47.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,90 %,186.54 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,13 %
2025-10-19 07:32:48.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,90 %,202.94 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,13 %
2025-10-19 07:32:49.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,76,1365 MHz,89 %,299.64 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,13 %
2025-10-19 07:32:51.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,90 %,285.70 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,14 %
2025-10-19 07:32:52.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,90 %,310.34 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,13 %
2025-10-19 07:32:53.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,76,1365 MHz,88 %,237.23 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,13 %
2025-10-19 07:32:55.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,75,1350 MHz,90 %,316.16 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,13 %
2025-10-19 07:32:56.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,76,1365 MHz,90 %,304.73 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,14 %
2025-10-19 07:32:57.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,77,1365 MHz,80 %,311.69 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,13 %
2025-10-19 07:32:59.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,77,1365 MHz,88 %,311.46 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,13 %
2025-10-19 07:33:00.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,77,1380 MHz,92 %,316.94 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,14 %
2025-10-19 07:33:01.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,76,1380 MHz,81 %,314.61 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,12 %
2025-10-19 07:33:02.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,76,1380 MHz,91 %,269.58 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,14 %
2025-10-19 07:33:04.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,77,1350 MHz,85 %,325.10 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,13 %
2025-10-19 07:33:05.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,77,1365 MHz,92 %,328.18 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,14 %
2025-10-19 07:33:06.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,76,1350 MHz,88 %,305.02 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,14 %
2025-10-19 07:33:08.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,76,1365 MHz,90 %,283.45 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,13 %
2025-10-19 07:33:09.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,77,1350 MHz,90 %,295.92 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,14 %
2025-10-19 07:33:11.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,75,1410 MHz,0 %,109.95 W,4,13.50 W (freq-based estimate),326.38 W (est),16,69,1512 MHz,0 %
2025-10-19 07:33:12.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,75,1410 MHz,38 %,158.98 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,9 %
2025-10-19 07:33:13.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.1 %,75,1380 MHz,39 %,164.65 W,4,13.50 W (freq-based estimate),326.38 W (est),16,71,1512 MHz,10 %
2025-10-19 07:33:15.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,75,1395 MHz,48 %,204.48 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,9 %
2025-10-19 07:33:16.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,74,1410 MHz,48 %,162.71 W,4,13.50 W (freq-based estimate),326.38 W (est),16,69,1512 MHz,9 %
2025-10-19 07:33:17.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,75,1410 MHz,48 %,153.00 W,4,13.50 W (freq-based estimate),326.38 W (est),16,69,1512 MHz,9 %
2025-10-19 07:33:19.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,75,1410 MHz,41 %,140.69 W,4,13.50 W (freq-based estimate),326.38 W (est),16,68,1512 MHz,9 %
2025-10-19 07:33:20.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,38 %,148.62 W,4,13.50 W (freq-based estimate),326.38 W (est),16,68,1512 MHz,9 %
2025-10-19 07:33:21.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.1 %,73,1380 MHz,49 %,164.89 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,10 %
2025-10-19 07:33:22.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,74,1395 MHz,49 %,197.12 W,4,13.50 W (freq-based estimate),326.38 W (est),16,68,1512 MHz,10 %
2025-10-19 07:33:24.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,74,1410 MHz,49 %,155.87 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,10 %
2025-10-19 07:33:25.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,74,1395 MHz,49 %,156.42 W,4,13.50 W (freq-based estimate),326.38 W (est),16,69,1512 MHz,10 %
2025-10-19 07:33:26.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,72,1395 MHz,41 %,305.27 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:33:28.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,39 %,147.03 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,10 %
2025-10-19 07:33:29.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,72,1410 MHz,48 %,151.89 W,4,13.50 W (freq-based estimate),326.38 W (est),16,66,1512 MHz,10 %
2025-10-19 07:33:30.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,49 %,142.53 W,4,13.50 W (freq-based estimate),326.38 W (est),16,66,1512 MHz,10 %
2025-10-19 07:33:32.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,48 %,139.59 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,9 %
2025-10-19 07:33:33.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,73,1395 MHz,47 %,152.45 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:33:34.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,72,1410 MHz,45 %,155.87 W,4,13.50 W (freq-based estimate),326.38 W (est),16,66,1512 MHz,9 %
2025-10-19 07:33:36.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,73,1410 MHz,48 %,141.94 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,10 %
2025-10-19 07:33:37.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,71,1410 MHz,45 %,223.12 W,4,13.50 W (freq-based estimate),326.38 W (est),16,67,1512 MHz,9 %
2025-10-19 07:33:38.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,72,1410 MHz,49 %,160.52 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,9 %
2025-10-19 07:33:40.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,71,1410 MHz,49 %,155.49 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,10 %
2025-10-19 07:33:41.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,71,1410 MHz,49 %,152.18 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,9 %
2025-10-19 07:33:42.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,71,1410 MHz,48 %,162.71 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,10 %
2025-10-19 07:33:43.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,72,1395 MHz,50 %,217.34 W,4,13.50 W (freq-based estimate),326.38 W (est),16,66,1512 MHz,10 %
2025-10-19 07:33:45.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,71,1410 MHz,48 %,156.43 W,4,13.50 W (freq-based estimate),326.38 W (est),16,65,1512 MHz,10 %
2025-10-19 07:33:46.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,0 %,101.46 W,4,13.50 W (freq-based estimate),326.16 W (est),16,63,1512 MHz,0 %
2025-10-19 07:33:48.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,0 %,100.49 W,4,13.50 W (freq-based estimate),326.16 W (est),16,63,1512 MHz,0 %
2025-10-19 07:33:49.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,2 %,100.68 W,4,13.50 W (freq-based estimate),326.16 W (est),16,62,1512 MHz,0 %
2025-10-19 07:33:51.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,72,1350 MHz,90 %,199.47 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,14 %
2025-10-19 07:33:52.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,71,1365 MHz,84 %,298.87 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,14 %
2025-10-19 07:33:53.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,72,1380 MHz,87 %,267.23 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,14 %
2025-10-19 07:33:55.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,73,1365 MHz,91 %,281.87 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,13 %
2025-10-19 07:33:56.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,73,1380 MHz,91 %,309.30 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,14 %
2025-10-19 07:33:57.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,73,1395 MHz,92 %,324.88 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,14 %
2025-10-19 07:33:59.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,72,1395 MHz,91 %,303.06 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,14 %
2025-10-19 07:34:00.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,73,1380 MHz,93 %,292.31 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,14 %
2025-10-19 07:34:01.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,73,1380 MHz,88 %,310.16 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,13 %
2025-10-19 07:34:03.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,74,1365 MHz,86 %,310.37 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,13 %
2025-10-19 07:34:04.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,74,1380 MHz,91 %,291.84 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,13 %
2025-10-19 07:34:05.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,74,1350 MHz,81 %,287.44 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,12 %
2025-10-19 07:34:06.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,74,1380 MHz,89 %,292.23 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,14 %
2025-10-19 07:34:08.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,74,1380 MHz,87 %,296.53 W,4,13.50 W (freq-based estimate),326.16 W (est),16,71,1512 MHz,14 %
2025-10-19 07:34:09.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,89 %,308.82 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,14 %
2025-10-19 07:34:10.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,87 %,320.11 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,14 %
2025-10-19 07:34:12.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,75,1395 MHz,85 %,329.42 W,4,13.50 W (freq-based estimate),326.16 W (est),16,72,1512 MHz,13 %
2025-10-19 07:34:13.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,90 %,310.26 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:34:14.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,75,1350 MHz,89 %,278.36 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:34:16.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,75,1380 MHz,87 %,231.30 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:34:17.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,76,1380 MHz,87 %,307.43 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:34:18.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,74,1365 MHz,91 %,307.07 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:34:20.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,76,1365 MHz,90 %,260.82 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,13 %
2025-10-19 07:34:21.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,76,1350 MHz,90 %,264.98 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,13 %
2025-10-19 07:34:22.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,74,1380 MHz,87 %,328.09 W,4,13.50 W (freq-based estimate),326.16 W (est),16,73,1512 MHz,14 %
2025-10-19 07:34:24.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,76,1350 MHz,91 %,283.90 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,14 %
2025-10-19 07:34:25.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,76,1380 MHz,90 %,266.00 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,13 %
2025-10-19 07:34:26.6,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1350 MHz,0.0 %,1.0 %,76,1350 MHz,86 %,310.26 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,13 %
2025-10-19 07:34:27.9,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,77,1365 MHz,90 %,300.23 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,13 %
2025-10-19 07:34:29.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,77,1380 MHz,92 %,299.82 W,4,13.50 W (freq-based estimate),326.16 W (est),16,74,1512 MHz,14 %
2025-10-19 07:34:30.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.0 %,77,1365 MHz,87 %,256.07 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,14 %
2025-10-19 07:34:31.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.0 %,77,1380 MHz,88 %,322.24 W,4,13.50 W (freq-based estimate),326.16 W (est),16,75,1512 MHz,14 %
2025-10-19 07:34:33.2,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,76,1395 MHz,46 %,292.13 W,4,13.50 W (freq-based estimate),326.38 W (est),16,72,1512 MHz,9 %
2025-10-19 07:34:34.5,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,76,1395 MHz,47 %,152.39 W,4,13.50 W (freq-based estimate),326.38 W (est),16,71,1512 MHz,9 %
2025-10-19 07:34:35.8,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,1.1 %,75,1380 MHz,43 %,171.53 W,4,13.50 W (freq-based estimate),326.38 W (est),16,72,1512 MHz,9 %
2025-10-19 07:34:37.1,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,75,1410 MHz,43 %,145.90 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,10 %
2025-10-19 07:34:38.4,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,76,1395 MHz,43 %,162.38 W,4,13.50 W (freq-based estimate),326.38 W (est),16,72,1512 MHz,9 %
2025-10-19 07:34:39.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,75,1395 MHz,40 %,230.68 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,9 %
2025-10-19 07:34:41.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,75,1410 MHz,47 %,149.99 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,10 %
2025-10-19 07:34:42.3,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.1 %,76,1395 MHz,44 %,310.56 W,4,13.50 W (freq-based estimate),326.38 W (est),16,71,1512 MHz,10 %
2025-10-19 07:34:43.7,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.1 %,76,1410 MHz,49 %,146.57 W,4,13.50 W (freq-based estimate),326.38 W (est),16,70,1512 MHz,10 %
2025-10-19 07:34:45.0,workload_bart_small_centralus,NVIDIA A100 80GB PCIe,0,1365 MHz,0.0 %,1.1 %,75,1365 MHz,41 %,313.86 W,4,13.50 W (freq-based estimate),326.38 W (est),16,71,1512 MHz,10 %
