timestamp,task_name,name,index,clocks.current.graphics [MHz],cpu_usage,dram_usage,temperature.memory,clocks.current.sm [MHz],utilization.gpu [%],power.draw [W],pcie.link.gen.current,cpu_power,dram_power,pcie.link.width.current,temperature.gpu,clocks.current.memory [MHz],utilization.memory [%]
2025-10-19 07:27:20.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,0.9 %,76,1395 MHz,89 %,265.32 W,4,13.50 W (freq-based estimate),325.94 W (est),16,74,1512 MHz,22 %
2025-10-19 07:27:21.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1380 MHz,0.0 %,0.9 %,76,1380 MHz,87 %,296.56 W,4,13.50 W (freq-based estimate),325.94 W (est),16,73,1512 MHz,22 %
2025-10-19 07:27:22.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,75,1410 MHz,18 %,141.10 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,4 %
2025-10-19 07:27:24.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,75,1410 MHz,46 %,130.51 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,10 %
2025-10-19 07:27:25.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,76,1395 MHz,31 %,241.66 W,4,13.50 W (freq-based estimate),326.16 W (est),16,70,1512 MHz,6 %
2025-10-19 07:27:26.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,74,1410 MHz,31 %,132.11 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,6 %
2025-10-19 07:27:27.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,75,1410 MHz,40 %,135.02 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,9 %
2025-10-19 07:27:29.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,75,1410 MHz,39 %,296.23 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,9 %
2025-10-19 07:27:30.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,75,1395 MHz,46 %,135.12 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,11 %
2025-10-19 07:27:31.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,74,1410 MHz,42 %,133.13 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,9 %
2025-10-19 07:27:33.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,74,1410 MHz,37 %,134.56 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,8 %
2025-10-19 07:27:34.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,39 %,134.97 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,9 %
2025-10-19 07:27:35.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,74,1395 MHz,46 %,322.37 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,10 %
2025-10-19 07:27:37.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,40 %,131.36 W,4,13.50 W (freq-based estimate),326.16 W (est),16,67,1512 MHz,8 %
2025-10-19 07:27:38.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,32 %,129.47 W,4,13.50 W (freq-based estimate),326.16 W (est),16,67,1512 MHz,7 %
2025-10-19 07:27:39.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,73,1395 MHz,39 %,124.23 W,4,13.50 W (freq-based estimate),326.16 W (est),16,67,1512 MHz,9 %
2025-10-19 07:27:41.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,43 %,299.73 W,4,13.50 W (freq-based estimate),326.16 W (est),16,69,1512 MHz,10 %
2025-10-19 07:27:42.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,39 %,271.56 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,8 %
2025-10-19 07:27:43.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,31 %,117.20 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,7 %
2025-10-19 07:27:45.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,27 %,164.64 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:27:46.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,45 %,127.09 W,4,13.50 W (freq-based estimate),326.16 W (est),16,68,1512 MHz,10 %
2025-10-19 07:27:47.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,46 %,130.82 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,10 %
2025-10-19 07:27:48.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,27 %,133.32 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:27:50.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,72,1395 MHz,27 %,296.37 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:27:51.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,46 %,131.40 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,10 %
2025-10-19 07:27:52.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,73,1410 MHz,46 %,133.80 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,10 %
2025-10-19 07:27:54.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,27 %,132.85 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,6 %
2025-10-19 07:27:55.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,72,1395 MHz,27 %,132.48 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,6 %
2025-10-19 07:27:56.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,27 %,268.44 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:27:58.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,47 %,128.61 W,4,13.50 W (freq-based estimate),326.16 W (est),16,64,1512 MHz,11 %
2025-10-19 07:27:59.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,45 %,128.36 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,10 %
2025-10-19 07:28:00.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,72,1395 MHz,27 %,127.33 W,4,13.50 W (freq-based estimate),326.16 W (est),16,65,1512 MHz,6 %
2025-10-19 07:28:02.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,27 %,130.35 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:28:03.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,72,1410 MHz,46 %,126.62 W,4,13.50 W (freq-based estimate),326.16 W (est),16,64,1512 MHz,11 %
2025-10-19 07:28:04.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,46 %,128.54 W,4,13.50 W (freq-based estimate),326.16 W (est),16,64,1512 MHz,10 %
2025-10-19 07:28:05.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,72,1395 MHz,27 %,180.90 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:28:07.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,1.0 %,72,1395 MHz,26 %,203.40 W,4,13.50 W (freq-based estimate),326.16 W (est),16,66,1512 MHz,6 %
2025-10-19 07:28:08.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,70,1410 MHz,27 %,126.60 W,4,13.50 W (freq-based estimate),326.16 W (est),16,63,1512 MHz,6 %
2025-10-19 07:28:09.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,71,1410 MHz,46 %,128.57 W,4,13.50 W (freq-based estimate),326.16 W (est),16,63,1512 MHz,10 %
2025-10-19 07:28:11.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,1.0 %,70,1410 MHz,46 %,128.63 W,4,13.50 W (freq-based estimate),326.16 W (est),16,64,1512 MHz,11 %
2025-10-19 07:28:12.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,0 %,99.49 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,0 %
2025-10-19 07:28:14.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,2 %,98.88 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,0 %
2025-10-19 07:28:16.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,0 %,98.69 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,0 %
2025-10-19 07:28:17.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,0.9 %,71,1395 MHz,88 %,279.47 W,4,13.50 W (freq-based estimate),325.94 W (est),16,66,1512 MHz,22 %
2025-10-19 07:28:18.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,0.9 %,71,1395 MHz,86 %,287.62 W,4,13.50 W (freq-based estimate),325.94 W (est),16,66,1512 MHz,22 %
2025-10-19 07:28:20.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,0.9 %,71,1395 MHz,87 %,272.15 W,4,13.50 W (freq-based estimate),325.94 W (est),16,67,1512 MHz,22 %
2025-10-19 07:28:21.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,72,1410 MHz,93 %,140.11 W,4,13.50 W (freq-based estimate),325.73 W (est),16,65,1512 MHz,24 %
2025-10-19 07:28:22.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,69,1410 MHz,3 %,99.68 W,4,13.50 W (freq-based estimate),325.73 W (est),16,62,1512 MHz,0 %
2025-10-19 07:28:24.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,69,1410 MHz,0 %,99.39 W,4,13.50 W (freq-based estimate),325.73 W (est),16,62,1512 MHz,0 %
2025-10-19 07:28:25.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,24 %,116.01 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,5 %
2025-10-19 07:28:26.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,0.9 %,71,1395 MHz,27 %,269.67 W,4,13.50 W (freq-based estimate),325.94 W (est),16,64,1512 MHz,6 %
2025-10-19 07:28:28.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,26 %,129.63 W,4,13.50 W (freq-based estimate),325.94 W (est),16,63,1512 MHz,5 %
2025-10-19 07:28:29.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,45 %,122.42 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,10 %
2025-10-19 07:28:30.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,34 %,122.40 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,8 %
2025-10-19 07:28:32.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,46 %,221.90 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,11 %
2025-10-19 07:28:33.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,44 %,125.60 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,10 %
2025-10-19 07:28:34.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,27 %,299.62 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,6 %
2025-10-19 07:28:36.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,25 %,119.94 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,5 %
2025-10-19 07:28:37.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,45 %,126.20 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,10 %
2025-10-19 07:28:38.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,43 %,309.86 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,10 %
2025-10-19 07:28:39.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,70,1410 MHz,37 %,290.77 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,8 %
2025-10-19 07:28:41.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,45 %,120.38 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:42.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,45 %,128.07 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:43.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,29 %,125.73 W,4,13.50 W (freq-based estimate),325.94 W (est),16,63,1512 MHz,6 %
2025-10-19 07:28:45.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,28 %,122.64 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,6 %
2025-10-19 07:28:46.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,45 %,117.79 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:47.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1395 MHz,0.0 %,0.9 %,69,1395 MHz,44 %,296.45 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,10 %
2025-10-19 07:28:49.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,45 %,126.49 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:50.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,44 %,112.26 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:51.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,43 %,108.99 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:53.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,46 %,141.44 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:28:54.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,46 %,116.39 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,10 %
2025-10-19 07:28:55.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,28 %,115.52 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,6 %
2025-10-19 07:28:57.0,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,26 %,268.80 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,6 %
2025-10-19 07:28:58.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,46 %,122.69 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,10 %
2025-10-19 07:28:59.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,45 %,121.28 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,10 %
2025-10-19 07:29:00.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,36 %,183.59 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,8 %
2025-10-19 07:29:02.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,35 %,244.40 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,8 %
2025-10-19 07:29:03.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,36 %,126.66 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,8 %
2025-10-19 07:29:04.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,37 %,126.85 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,8 %
2025-10-19 07:29:06.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,69,1410 MHz,24 %,291.89 W,4,13.50 W (freq-based estimate),325.94 W (est),16,62,1512 MHz,5 %
2025-10-19 07:29:07.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,45 %,120.62 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,10 %
2025-10-19 07:29:08.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,37 %,125.29 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,8 %
2025-10-19 07:29:10.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,68,1410 MHz,45 %,280.59 W,4,13.50 W (freq-based estimate),325.94 W (est),16,61,1512 MHz,10 %
2025-10-19 07:29:11.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,45 %,118.19 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,10 %
2025-10-19 07:29:12.7,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,45 %,120.22 W,4,13.50 W (freq-based estimate),325.94 W (est),16,59,1512 MHz,10 %
2025-10-19 07:29:14.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,67,1410 MHz,26 %,182.17 W,4,13.50 W (freq-based estimate),325.94 W (est),16,60,1512 MHz,6 %
2025-10-19 07:29:15.4,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,67,1410 MHz,25 %,113.76 W,4,13.50 W (freq-based estimate),325.73 W (est),16,60,1512 MHz,4 %
2025-10-19 07:29:16.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,66,1410 MHz,0 %,95.38 W,4,13.50 W (freq-based estimate),325.73 W (est),16,58,1512 MHz,0 %
2025-10-19 07:29:18.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,66,1410 MHz,0 %,95.08 W,4,13.50 W (freq-based estimate),325.73 W (est),16,58,1512 MHz,0 %
2025-10-19 07:29:19.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,67,1410 MHz,0 %,94.58 W,4,13.50 W (freq-based estimate),325.73 W (est),16,58,1512 MHz,0 %
2025-10-19 07:29:20.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,65,1410 MHz,0 %,94.39 W,4,13.50 W (freq-based estimate),325.73 W (est),16,58,1512 MHz,0 %
2025-10-19 07:29:22.3,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,65,1410 MHz,0 %,93.40 W,4,13.50 W (freq-based estimate),325.94 W (est),16,57,1512 MHz,0 %
2025-10-19 07:29:23.6,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,65,1410 MHz,0 %,93.19 W,4,13.50 W (freq-based estimate),325.94 W (est),16,57,1512 MHz,0 %
2025-10-19 07:29:24.9,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,65,1410 MHz,0 %,93.17 W,4,13.50 W (freq-based estimate),325.94 W (est),16,57,1512 MHz,0 %
2025-10-19 07:29:26.2,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,65,1410 MHz,0 %,92.80 W,4,13.50 W (freq-based estimate),325.94 W (est),16,57,1512 MHz,0 %
2025-10-19 07:29:27.5,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.8 %,65,1410 MHz,0 %,92.70 W,4,13.50 W (freq-based estimate),325.73 W (est),16,57,1512 MHz,0 %
2025-10-19 07:29:28.8,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,65,1410 MHz,0 %,92.61 W,4,13.50 W (freq-based estimate),325.94 W (est),16,56,1512 MHz,0 %
2025-10-19 07:29:30.1,workload_flan_t5_small_centralus,NVIDIA A100 80GB PCIe,0,1410 MHz,0.0 %,0.9 %,64,1410 MHz,0 %,92.21 W,4,13.50 W (freq-based estimate),325.94 W (est),16,56,1512 MHz,0 %
