timestamp,task_name,name,index,power.draw [W],temperature.gpu,dram_power,clocks.current.graphics [MHz],clocks.current.memory [MHz],dram_usage,pcie.link.width.current,clocks.current.sm [MHz],cpu_usage,cpu_power,temperature.memory,utilization.memory [%],utilization.gpu [%],pcie.link.gen.current
2025-10-22 15:27:27.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,298.01 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,85 %,4
2025-10-22 15:27:28.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,264.03 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,85 %,4
2025-10-22 15:27:29.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,289.79 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,85 %,4
2025-10-22 15:27:31.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,296.54 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,17 %,86 %,4
2025-10-22 15:27:32.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,306.18 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,86 %,4
2025-10-22 15:27:33.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,306.79 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,82 %,4
2025-10-22 15:27:35.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,295.05 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,85 %,4
2025-10-22 15:27:36.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,306.45 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,83 %,4
2025-10-22 15:27:37.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,304.71 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,87 %,4
2025-10-22 15:27:39.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,274.60 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,88 %,4
2025-10-22 15:27:40.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,294.75 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,84 %,4
2025-10-22 15:27:41.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,284.80 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,85 %,4
2025-10-22 15:27:43.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,302.37 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,86 %,4
2025-10-22 15:27:44.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,166.61 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,82 %,4
2025-10-22 15:27:45.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,246.75 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,83 %,4
2025-10-22 15:27:46.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,226.52 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,83 %,4
2025-10-22 15:27:48.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,193.10 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,81 %,4
2025-10-22 15:27:49.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,280.98 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,83 %,4
2025-10-22 15:27:50.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,254.93 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,84 %,4
2025-10-22 15:27:52.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,207.44 W,51,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,7 %,24 %,4
2025-10-22 15:27:53.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,126.99 W,50,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,9 %,40 %,4
2025-10-22 15:27:54.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,125.39 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,9 %,28 %,4
2025-10-22 15:27:56.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,124.92 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,9 %,43 %,4
2025-10-22 15:27:57.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,133.16 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,9 %,30 %,4
2025-10-22 15:27:58.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,120.83 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,8 %,27 %,4
2025-10-22 15:28:00.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,118.81 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,10 %,42 %,4
2025-10-22 15:28:01.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,117.88 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,10 %,42 %,4
2025-10-22 15:28:02.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,112.31 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,8 %,31 %,4
2025-10-22 15:28:03.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,225.65 W,51,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,9 %,42 %,4
2025-10-22 15:28:05.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,126.12 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,36 %,4
2025-10-22 15:28:06.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,119.36 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,28 %,4
2025-10-22 15:28:07.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,125.12 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,43 %,4
2025-10-22 15:28:09.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,123.17 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,10 %,42 %,4
2025-10-22 15:28:10.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,135.97 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,28 %,4
2025-10-22 15:28:11.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,124.52 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,42 %,4
2025-10-22 15:28:13.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,123.17 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,10 %,43 %,4
2025-10-22 15:28:14.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,113.51 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,8 %,27 %,4
2025-10-22 15:28:15.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,273.40 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,28 %,4
2025-10-22 15:28:17.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,126.72 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,42 %,4
2025-10-22 15:28:18.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,114.39 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,10 %,43 %,4
2025-10-22 15:28:19.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,118.21 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,30 %,4
2025-10-22 15:28:21.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,266.10 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,32 %,4
2025-10-22 15:28:22.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,104.68 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,10 %,43 %,4
2025-10-22 15:28:23.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,117.48 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,8 %,27 %,4
2025-10-22 15:28:24.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,167.91 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,38 %,4
2025-10-22 15:28:26.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,122.90 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,42 %,4
2025-10-22 15:28:27.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,286.00 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,10 %,43 %,4
2025-10-22 15:28:28.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,121.91 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,34 %,4
2025-10-22 15:28:30.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,119.83 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,28 %,4
2025-10-22 15:28:31.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,117.21 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,10 %,43 %,4
2025-10-22 15:28:32.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,117.33 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,10 %,42 %,4
2025-10-22 15:28:34.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,241.46 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,9 %,29 %,4
2025-10-22 15:28:35.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,120.10 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,10 %,42 %,4
2025-10-22 15:28:36.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,83.55 W,42,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),40,0 %,0 %,4
2025-10-22 15:28:38.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,65.11 W,41,251.16 W (est),1095 MHz,1215 MHz,1.3 %,16,1095 MHz,0.0 %,13.50 W (freq-based estimate),40,0 %,0 %,4
2025-10-22 15:28:40.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,64.50 W,40,251.16 W (est),1095 MHz,1215 MHz,1.3 %,16,1095 MHz,0.0 %,13.50 W (freq-based estimate),39,0 %,0 %,4
2025-10-22 15:28:41.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,208.64 W,52,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),43,16 %,82 %,4
2025-10-22 15:28:43.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,283.96 W,53,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,17 %,82 %,4
2025-10-22 15:28:44.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,260.48 W,54,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,17 %,82 %,4
2025-10-22 15:28:45.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,273.08 W,55,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,16 %,81 %,4
2025-10-22 15:28:47.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,270.47 W,55,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,17 %,90 %,4
2025-10-22 15:28:48.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,307.06 W,56,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,16 %,88 %,4
2025-10-22 15:28:49.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,276.61 W,56,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,16 %,85 %,4
2025-10-22 15:28:51.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,245.83 W,56,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),48,17 %,91 %,4
2025-10-22 15:28:52.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,274.28 W,56,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),48,16 %,82 %,4
2025-10-22 15:28:53.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,297.69 W,56,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),48,17 %,88 %,4
2025-10-22 15:28:54.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,232.99 W,56,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),48,17 %,82 %,4
2025-10-22 15:28:56.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,266.37 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,84 %,4
2025-10-22 15:28:57.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,300.03 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,17 %,88 %,4
2025-10-22 15:28:58.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,270.78 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,17 %,85 %,4
2025-10-22 15:29:00.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,267.24 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,17 %,89 %,4
2025-10-22 15:29:01.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,267.57 W,57,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,86 %,4
2025-10-22 15:29:02.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,286.85 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,86 %,4
2025-10-22 15:29:04.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,311.74 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),49,16 %,86 %,4
2025-10-22 15:29:05.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,280.42 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,88 %,4
2025-10-22 15:29:06.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,275.15 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,87 %,4
2025-10-22 15:29:08.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,247.89 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,86 %,4
2025-10-22 15:29:09.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,282.79 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,85 %,4
2025-10-22 15:29:10.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,319.36 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,90 %,4
2025-10-22 15:29:11.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,297.09 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,87 %,4
2025-10-22 15:29:13.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,281.59 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,86 %,4
2025-10-22 15:29:14.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,274.60 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,16 %,82 %,4
2025-10-22 15:29:15.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,297.69 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),51,16 %,87 %,4
2025-10-22 15:29:17.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,275.14 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),51,16 %,87 %,4
2025-10-22 15:29:18.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,308.53 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),51,17 %,88 %,4
2025-10-22 15:29:19.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,272.54 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),51,17 %,83 %,4
2025-10-22 15:29:21.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,289.79 W,59,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),51,17 %,89 %,4
2025-10-22 15:29:22.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,304.12 W,58,251.16 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),50,17 %,88 %,4
2025-10-22 15:29:23.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,90.22 W,50,251.32 W (est),1410 MHz,1215 MHz,1.3 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,0 %,0 %,4
2025-10-22 15:29:25.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,126.86 W,51,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,10 %,42 %,4
2025-10-22 15:29:26.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,120.10 W,50,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),47,10 %,43 %,4
2025-10-22 15:29:27.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,127.26 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,9 %,30 %,4
2025-10-22 15:29:29.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,117.61 W,50,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,9 %,41 %,4
2025-10-22 15:29:30.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,268.72 W,51,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),46,10 %,43 %,4
2025-10-22 15:29:31.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,105.27 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,9 %,37 %,4
2025-10-22 15:29:33.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,111.92 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,10 %,43 %,4
2025-10-22 15:29:34.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,290.67 W,51,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,9 %,39 %,4
2025-10-22 15:29:35.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,169.93 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,9 %,29 %,4
2025-10-22 15:29:37.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,135.97 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,9 %,28 %,4
2025-10-22 15:29:38.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,124.25 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,9 %,29 %,4
2025-10-22 15:29:39.7,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,124.25 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,10 %,43 %,4
2025-10-22 15:29:41.0,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,282.16 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),45,10 %,44 %,4
2025-10-22 15:29:42.3,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,123.92 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,35 %,4
2025-10-22 15:29:43.6,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,124.25 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,32 %,4
2025-10-22 15:29:44.9,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,167.32 W,48,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,10 %,42 %,4
2025-10-22 15:29:46.2,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,121.91 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,10 %,42 %,4
2025-10-22 15:29:47.5,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,122.30 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,34 %,4
2025-10-22 15:29:48.8,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,119.23 W,46,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,10 %,43 %,4
2025-10-22 15:29:50.1,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,250.25 W,49,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,10 %,43 %,4
2025-10-22 15:29:51.4,workload_bart_small_us-east1,NVIDIA A100-SXM4-40GB,0,123.38 W,47,251.32 W (est),1410 MHz,1215 MHz,1.4 %,16,1410 MHz,0.0 %,13.50 W (freq-based estimate),44,9 %,38 %,4
