timestamp,task_name,name,index,clocks.current.graphics [MHz],clocks.current.memory [MHz],cpu_usage,dram_power,utilization.memory [%],dram_usage,power.draw [W],pcie.link.gen.current,utilization.gpu [%],cpu_power,temperature.gpu,clocks.current.sm [MHz],temperature.memory,pcie.link.width.current
2025-10-19 07:07:21.4,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),10 %,1.4 %,121.95 W,4,43 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 07:07:22.7,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),9 %,1.4 %,112.00 W,4,35 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 07:07:24.0,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),10 %,1.4 %,112.76 W,4,43 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 07:07:25.4,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),10 %,1.4 %,112.15 W,4,43 %,13.50 W (freq-based estimate),47,1410 MHz,44,16
2025-10-19 07:07:26.7,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),9 %,1.4 %,143.99 W,4,36 %,13.50 W (freq-based estimate),48,1410 MHz,43,16
2025-10-19 07:07:28.0,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),9 %,1.4 %,125.18 W,4,30 %,13.50 W (freq-based estimate),47,1410 MHz,44,16
2025-10-19 07:07:29.3,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),10 %,1.4 %,121.95 W,4,43 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 07:07:30.6,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.32 W (est),10 %,1.4 %,116.98 W,4,38 %,13.50 W (freq-based estimate),49,1410 MHz,44,16
2025-10-19 07:07:31.9,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),7 %,1.3 %,244.91 W,4,32 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 07:07:33.6,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,250.99 W (est),0 %,1.2 %,67.26 W,4,0 %,13.50 W (freq-based estimate),42,1095 MHz,41,16
2025-10-19 07:07:35.1,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,250.99 W (est),0 %,1.3 %,66.99 W,4,3 %,13.50 W (freq-based estimate),41,1095 MHz,40,16
2025-10-19 07:07:36.6,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,251.16 W (est),0 %,1.3 %,66.72 W,4,4 %,13.50 W (freq-based estimate),41,1095 MHz,40,16
2025-10-19 07:07:38.1,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,251.16 W (est),0 %,1.3 %,66.99 W,4,2 %,13.50 W (freq-based estimate),40,1095 MHz,39,16
2025-10-19 07:07:39.4,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),15 %,1.3 %,285.42 W,4,80 %,13.50 W (freq-based estimate),50,1410 MHz,43,16
2025-10-19 07:07:40.7,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,228.74 W,4,81 %,13.50 W (freq-based estimate),50,1410 MHz,44,16
2025-10-19 07:07:42.1,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,261.36 W,4,85 %,13.50 W (freq-based estimate),53,1410 MHz,46,16
2025-10-19 07:07:43.4,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,310.64 W,4,78 %,13.50 W (freq-based estimate),53,1410 MHz,47,16
2025-10-19 07:07:44.7,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,289.51 W,4,81 %,13.50 W (freq-based estimate),54,1410 MHz,47,16
2025-10-19 07:07:46.0,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),15 %,1.3 %,206.73 W,4,80 %,13.50 W (freq-based estimate),55,1410 MHz,48,16
2025-10-19 07:07:47.3,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,233.16 W,4,79 %,13.50 W (freq-based estimate),55,1410 MHz,47,16
2025-10-19 07:07:48.6,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),15 %,1.3 %,268.67 W,4,80 %,13.50 W (freq-based estimate),55,1410 MHz,48,16
2025-10-19 07:07:49.9,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,271.89 W,4,83 %,13.50 W (freq-based estimate),55,1410 MHz,48,16
2025-10-19 07:07:51.2,workload_bart_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),16 %,1.3 %,267.79 W,4,82 %,13.50 W (freq-based estimate),55,1410 MHz,48,16
