timestamp,task_name,name,index,clocks.current.graphics [MHz],clocks.current.memory [MHz],cpu_usage,dram_power,utilization.memory [%],dram_usage,power.draw [W],pcie.link.gen.current,utilization.gpu [%],cpu_power,temperature.gpu,clocks.current.sm [MHz],temperature.memory,pcie.link.width.current
2025-10-19 06:52:32.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),26 %,1.1 %,226.90 W,4,82 %,13.50 W (freq-based estimate),49,1410 MHz,47,16
2025-10-19 06:52:33.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),24 %,1.1 %,195.72 W,4,83 %,13.50 W (freq-based estimate),50,1410 MHz,45,16
2025-10-19 06:52:35.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),26 %,1.1 %,216.89 W,4,83 %,13.50 W (freq-based estimate),50,1410 MHz,46,16
2025-10-19 06:52:36.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),21 %,1.1 %,127.86 W,4,67 %,13.50 W (freq-based estimate),48,1410 MHz,46,16
2025-10-19 06:52:37.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),13 %,1.1 %,169.58 W,4,44 %,13.50 W (freq-based estimate),47,1410 MHz,45,16
2025-10-19 06:52:39.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),20 %,1.1 %,133.44 W,4,69 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:52:40.6,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),12 %,1.1 %,141.09 W,4,42 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 06:52:41.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),11 %,1.1 %,115.34 W,4,39 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:52:43.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),15 %,1.1 %,195.18 W,4,51 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:52:44.6,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),17 %,1.1 %,187.25 W,4,58 %,13.50 W (freq-based estimate),47,1410 MHz,44,16
2025-10-19 06:52:45.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),18 %,1.1 %,148.30 W,4,60 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 06:52:47.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,250.15 W,4,60 %,13.50 W (freq-based estimate),47,1410 MHz,45,16
2025-10-19 06:52:48.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),18 %,1.1 %,155.21 W,4,63 %,13.50 W (freq-based estimate),48,1410 MHz,43,16
2025-10-19 06:52:49.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),22 %,1.1 %,195.72 W,4,68 %,13.50 W (freq-based estimate),49,1410 MHz,46,16
2025-10-19 06:52:51.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),20 %,1.1 %,131.09 W,4,70 %,13.50 W (freq-based estimate),49,1410 MHz,46,16
2025-10-19 06:52:52.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),20 %,1.1 %,180.19 W,4,59 %,13.50 W (freq-based estimate),47,1410 MHz,45,16
2025-10-19 06:52:53.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),20 %,1.1 %,221.05 W,4,61 %,13.50 W (freq-based estimate),48,1410 MHz,46,16
2025-10-19 06:52:55.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,176.04 W,4,68 %,13.50 W (freq-based estimate),47,1410 MHz,45,16
2025-10-19 06:52:56.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,261.63 W,4,65 %,13.50 W (freq-based estimate),48,1410 MHz,44,16
2025-10-19 06:52:57.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),14 %,1.1 %,259.28 W,4,47 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 06:52:59.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,211.64 W,4,70 %,13.50 W (freq-based estimate),48,1410 MHz,45,16
2025-10-19 06:53:00.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,111.18 W,4,56 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:53:01.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),7 %,1.1 %,205.13 W,4,21 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:53:03.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),18 %,1.1 %,101.12 W,4,55 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 06:53:04.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),18 %,1.1 %,124.03 W,4,59 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:53:05.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),14 %,1.1 %,102.27 W,4,46 %,13.50 W (freq-based estimate),45,1410 MHz,42,16
2025-10-19 06:53:07.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),9 %,1.1 %,171.06 W,4,25 %,13.50 W (freq-based estimate),45,1410 MHz,43,16
2025-10-19 06:53:08.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),21 %,1.1 %,264.58 W,4,69 %,13.50 W (freq-based estimate),46,1410 MHz,43,16
2025-10-19 06:53:10.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.99 W (est),0 %,1.2 %,84.93 W,4,0 %,13.50 W (freq-based estimate),42,1410 MHz,40,16
2025-10-19 06:53:11.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.2 %,76.48 W,4,21 %,13.50 W (freq-based estimate),41,1095 MHz,40,16
2025-10-19 06:53:12.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1155 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,138.74 W,4,21 %,13.50 W (freq-based estimate),41,1155 MHz,40,16
2025-10-19 06:53:14.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,95.48 W,4,18 %,13.50 W (freq-based estimate),41,1350 MHz,39,16
2025-10-19 06:53:15.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,191.62 W,4,16 %,13.50 W (freq-based estimate),42,1350 MHz,40,16
2025-10-19 06:53:16.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1200 MHz,1215 MHz,0.0 %,251.16 W (est),8 %,1.3 %,76.48 W,4,34 %,13.50 W (freq-based estimate),40,1200 MHz,39,16
2025-10-19 06:53:18.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1245 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,84.06 W,4,42 %,13.50 W (freq-based estimate),40,1245 MHz,38,16
2025-10-19 06:53:19.6,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1245 MHz,1215 MHz,0.0 %,251.16 W (est),3 %,1.3 %,82.06 W,4,15 %,13.50 W (freq-based estimate),39,1245 MHz,38,16
2025-10-19 06:53:21.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,251.16 W (est),9 %,1.3 %,67.33 W,4,37 %,13.50 W (freq-based estimate),39,1095 MHz,38,16
2025-10-19 06:53:22.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1215 MHz,1215 MHz,0.0 %,251.16 W (est),9 %,1.3 %,74.39 W,4,38 %,13.50 W (freq-based estimate),39,1215 MHz,38,16
2025-10-19 06:53:23.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1290 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,84.42 W,4,18 %,13.50 W (freq-based estimate),39,1290 MHz,38,16
2025-10-19 06:53:25.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1335 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,88.85 W,4,18 %,13.50 W (freq-based estimate),39,1335 MHz,39,16
2025-10-19 06:53:26.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1170 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,100.18 W,4,41 %,13.50 W (freq-based estimate),39,1170 MHz,38,16
2025-10-19 06:53:27.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1320 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,88.25 W,4,22 %,13.50 W (freq-based estimate),39,1320 MHz,38,16
2025-10-19 06:53:29.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1335 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,87.88 W,4,37 %,13.50 W (freq-based estimate),41,1335 MHz,39,16
2025-10-19 06:53:30.3,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1245 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,88.43 W,4,39 %,13.50 W (freq-based estimate),39,1245 MHz,38,16
2025-10-19 06:53:31.6,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1320 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,202.78 W,4,18 %,13.50 W (freq-based estimate),40,1320 MHz,39,16
2025-10-19 06:53:33.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1320 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,86.76 W,4,39 %,13.50 W (freq-based estimate),39,1320 MHz,38,16
2025-10-19 06:53:34.3,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1305 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,82.06 W,4,18 %,13.50 W (freq-based estimate),39,1305 MHz,38,16
2025-10-19 06:53:35.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,182.82 W,4,16 %,13.50 W (freq-based estimate),40,1350 MHz,38,16
2025-10-19 06:53:37.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,72.04 W,4,15 %,13.50 W (freq-based estimate),39,1095 MHz,39,16
2025-10-19 06:53:38.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1155 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,115.50 W,4,20 %,13.50 W (freq-based estimate),39,1155 MHz,38,16
2025-10-19 06:53:39.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1200 MHz,1215 MHz,0.0 %,251.16 W (est),9 %,1.3 %,78.75 W,4,36 %,13.50 W (freq-based estimate),38,1200 MHz,37,16
2025-10-19 06:53:41.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1290 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,82.66 W,4,20 %,13.50 W (freq-based estimate),38,1290 MHz,37,16
2025-10-19 06:53:42.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1335 MHz,1215 MHz,0.0 %,251.16 W (est),7 %,1.3 %,77.60 W,4,28 %,13.50 W (freq-based estimate),39,1335 MHz,37,16
2025-10-19 06:53:43.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1245 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,80.58 W,4,44 %,13.50 W (freq-based estimate),38,1245 MHz,37,16
2025-10-19 06:53:45.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,88.85 W,4,18 %,13.50 W (freq-based estimate),38,1350 MHz,37,16
2025-10-19 06:53:46.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1365 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,100.29 W,4,17 %,13.50 W (freq-based estimate),39,1365 MHz,38,16
2025-10-19 06:53:47.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1215 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,82.57 W,4,18 %,13.50 W (freq-based estimate),38,1215 MHz,38,16
2025-10-19 06:53:49.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1335 MHz,1215 MHz,0.0 %,251.16 W (est),9 %,1.3 %,172.54 W,4,33 %,13.50 W (freq-based estimate),39,1335 MHz,37,16
2025-10-19 06:53:50.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,90.87 W,4,40 %,13.50 W (freq-based estimate),39,1350 MHz,37,16
2025-10-19 06:53:51.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,200.16 W,4,18 %,13.50 W (freq-based estimate),41,1350 MHz,39,16
2025-10-19 06:53:53.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1320 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,89.36 W,4,45 %,13.50 W (freq-based estimate),38,1320 MHz,37,16
2025-10-19 06:53:54.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1320 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,127.86 W,4,18 %,13.50 W (freq-based estimate),40,1320 MHz,38,16
2025-10-19 06:53:55.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1230 MHz,1215 MHz,0.0 %,251.16 W (est),9 %,1.3 %,77.95 W,4,37 %,13.50 W (freq-based estimate),38,1230 MHz,37,16
2025-10-19 06:53:57.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1305 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,85.01 W,4,17 %,13.50 W (freq-based estimate),38,1305 MHz,37,16
2025-10-19 06:53:58.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1305 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,97.84 W,4,16 %,13.50 W (freq-based estimate),39,1305 MHz,37,16
2025-10-19 06:53:59.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1335 MHz,1215 MHz,0.0 %,251.16 W (est),10 %,1.3 %,89.45 W,4,36 %,13.50 W (freq-based estimate),38,1335 MHz,37,16
2025-10-19 06:54:01.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1215 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,72.04 W,4,18 %,13.50 W (freq-based estimate),38,1215 MHz,37,16
2025-10-19 06:54:02.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1215 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,77.08 W,4,19 %,13.50 W (freq-based estimate),38,1215 MHz,37,16
2025-10-19 06:54:03.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1305 MHz,1215 MHz,0.0 %,251.16 W (est),6 %,1.3 %,185.77 W,4,24 %,13.50 W (freq-based estimate),39,1305 MHz,37,16
2025-10-19 06:54:05.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,251.16 W (est),6 %,1.3 %,81.18 W,4,24 %,13.50 W (freq-based estimate),38,1095 MHz,37,16
2025-10-19 06:54:06.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1260 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,82.39 W,4,17 %,13.50 W (freq-based estimate),38,1260 MHz,37,16
2025-10-19 06:54:07.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1260 MHz,1215 MHz,0.0 %,251.16 W (est),4 %,1.3 %,82.94 W,4,18 %,13.50 W (freq-based estimate),37,1260 MHz,36,16
2025-10-19 06:54:09.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,93.55 W,4,19 %,13.50 W (freq-based estimate),39,1350 MHz,37,16
2025-10-19 06:54:10.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,93.83 W,4,39 %,13.50 W (freq-based estimate),38,1410 MHz,37,16
2025-10-19 06:54:11.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1350 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,85.89 W,4,40 %,13.50 W (freq-based estimate),39,1350 MHz,37,16
2025-10-19 06:54:13.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,188.67 W,4,20 %,13.50 W (freq-based estimate),41,1410 MHz,39,16
2025-10-19 06:54:14.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),7 %,1.3 %,91.71 W,4,26 %,13.50 W (freq-based estimate),39,1410 MHz,38,16
2025-10-19 06:54:15.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1380 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,84.42 W,4,45 %,13.50 W (freq-based estimate),38,1380 MHz,37,16
2025-10-19 06:54:17.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,91.48 W,4,19 %,13.50 W (freq-based estimate),39,1410 MHz,38,16
2025-10-19 06:54:18.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,94.16 W,4,18 %,13.50 W (freq-based estimate),39,1410 MHz,37,16
2025-10-19 06:54:19.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,95.04 W,4,37 %,13.50 W (freq-based estimate),39,1410 MHz,37,16
2025-10-19 06:54:21.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),7 %,1.3 %,261.02 W,4,23 %,13.50 W (freq-based estimate),40,1410 MHz,38,16
2025-10-19 06:54:22.3,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),8 %,1.3 %,92.08 W,4,29 %,13.50 W (freq-based estimate),39,1410 MHz,38,16
2025-10-19 06:54:23.6,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1365 MHz,1215 MHz,0.0 %,251.16 W (est),11 %,1.3 %,91.48 W,4,44 %,13.50 W (freq-based estimate),39,1365 MHz,37,16
2025-10-19 06:54:24.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,235.79 W,4,19 %,13.50 W (freq-based estimate),41,1410 MHz,38,16
2025-10-19 06:54:26.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,96.96 W,4,19 %,13.50 W (freq-based estimate),39,1410 MHz,38,16
2025-10-19 06:54:27.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),9 %,1.3 %,93.83 W,4,33 %,13.50 W (freq-based estimate),39,1410 MHz,38,16
2025-10-19 06:54:28.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,251.16 W (est),5 %,1.3 %,249.61 W,4,19 %,13.50 W (freq-based estimate),41,1410 MHz,38,16
2025-10-19 06:54:30.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),4 %,1.1 %,93.83 W,4,22 %,13.50 W (freq-based estimate),39,1410 MHz,37,16
2025-10-19 06:54:31.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,250.83 W (est),0 %,1.1 %,64.43 W,4,0 %,13.50 W (freq-based estimate),37,1095 MHz,36,16
2025-10-19 06:54:33.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,250.83 W (est),0 %,1.1 %,64.43 W,4,3 %,13.50 W (freq-based estimate),36,1095 MHz,35,16
2025-10-19 06:54:35.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1095 MHz,1215 MHz,0.0 %,250.83 W (est),4 %,1.1 %,132.56 W,4,12 %,13.50 W (freq-based estimate),38,1095 MHz,36,16
2025-10-19 06:54:36.3,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),23 %,1.1 %,227.50 W,4,73 %,13.50 W (freq-based estimate),44,1410 MHz,41,16
2025-10-19 06:54:37.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),26 %,1.1 %,163.13 W,4,78 %,13.50 W (freq-based estimate),45,1410 MHz,41,16
2025-10-19 06:54:39.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),22 %,1.1 %,191.42 W,4,76 %,13.50 W (freq-based estimate),45,1410 MHz,42,16
2025-10-19 06:54:40.3,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),20 %,1.1 %,224.54 W,4,71 %,13.50 W (freq-based estimate),46,1410 MHz,42,16
2025-10-19 06:54:41.6,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),23 %,1.1 %,189.60 W,4,75 %,13.50 W (freq-based estimate),46,1410 MHz,44,16
2025-10-19 06:54:42.9,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),21 %,1.1 %,219.34 W,4,73 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 06:54:44.2,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),25 %,1.1 %,259.55 W,4,77 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 06:54:45.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),20 %,1.1 %,263.10 W,4,60 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 06:54:46.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,214.64 W,4,64 %,13.50 W (freq-based estimate),47,1410 MHz,44,16
2025-10-19 06:54:48.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),22 %,1.1 %,168.99 W,4,75 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 06:54:49.5,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),21 %,1.1 %,248.68 W,4,70 %,13.50 W (freq-based estimate),47,1410 MHz,43,16
2025-10-19 06:54:50.8,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),19 %,1.1 %,268.95 W,4,68 %,13.50 W (freq-based estimate),48,1410 MHz,45,16
2025-10-19 06:54:52.1,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),25 %,1.1 %,237.86 W,4,77 %,13.50 W (freq-based estimate),49,1410 MHz,44,16
2025-10-19 06:54:53.4,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),25 %,1.1 %,213.17 W,4,75 %,13.50 W (freq-based estimate),48,1410 MHz,44,16
2025-10-19 06:54:54.7,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),22 %,1.1 %,250.76 W,4,77 %,13.50 W (freq-based estimate),49,1410 MHz,45,16
2025-10-19 06:54:56.0,workload_flan_t5_small_us-west1,NVIDIA A100-SXM4-40GB,0,1410 MHz,1215 MHz,0.0 %,250.83 W (est),24 %,1.1 %,216.67 W,4,79 %,13.50 W (freq-based estimate),49,1410 MHz,45,16
